Region,Name,Party,YOB,Kurdish,English,Arabic,Farsi,Armenian,French,German,Year,Parliament
"İZMİT
",Fuat Bey (ÇARIM)188,,1892,0,0,1,0,0,0,0,1920 - 1923,1
"İZMİT
",Hafız Abdullah Efendi (TEZEMİR),,1871,0,0,1,0,0,0,0,1920 - 1923,1
"İZMİT
",Halil İbrahim Efendi189 (GÜRSOY),,1859,0,0,0,0,0,0,0,1920 - 1923,1
"İZMİT
",Hamdi Namık Bey (GÖR),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"İZMİT
",Sırrı Bey (Hüseyin Sırrı BELLİOĞLU),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"İZMİT
",Tahir Bey190 (BARLAS),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"KÂNGIRI
","Behçet Bey (KUTLU)Çankırı - 1864, (Abdullah) Hilmi - Emine - Çankırı Rüştiyesi ve Fatih ",,,0,0,1,1,0,1,0,1920 - 1923,1
"KÂNGIRI
",Müştak Bey191,,1882,0,0,0,0,0,0,0,1920 - 1923,1
"KÂNGIRI
","Neşet Bey (AKKOR)Akseki - 1889, Hüseyin Nazmi (Nazım)  - Saniye - Mülkiye Mektebi",,,0,0,0,0,0,1,0,1920 - 1923,1
"KÂNGIRI
",Sait Bey (ÜÇOK),,1878,0,0,0,0,0,0,0,1920 - 1923,1
"KÂNGIRI
",Tahir Efendi193,,1872,0,0,0,0,0,0,0,1920 - 1923,1
"KÂNGIRI
",Tevfik Efendi194(Mehmet Tevfik DURLANIK),,1871,0,0,1,1,0,0,0,1920 - 1923,1
"KÂNGIRI
",Ziya Bey195[Yusuf Ziya İSFENDİYAROĞLU (ESEN)],,1878,0,0,0,0,0,0,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Ali Bey (ÇETİNKAYA),,1878,0,1,0,0,0,1,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Halil Hilmi Efendi196 (BOZCA),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Hulûsi Bey (Hasan Hulusi KUTLUOĞLU),,1883,0,0,1,0,0,0,1,1920 - 1923,1
"KARAHİSAR-I SAHİP
",İsmail Şükrü Efendi (ÇELİKALAY),,1876,0,0,1,1,0,0,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Mehmet Şükrü Bey (KOÇ),,1887,0,0,0,0,0,1,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Mustafa Hulûsi Efendi(Mustafa ÇALGÜNERİ),,1872,0,0,1,1,0,0,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
",Nebil Efendi197 (Ahmet Nebil YURTER),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"KARAHİSAR-I SAHİP
","Ömer Lütfi Bey (ARGEŞO)İstanbul - 1878, (Hüseyin) Hüsnü - Fatma İkbal - Harbiye, Erkân-ı ",,,0,0,0,0,0,1,1,1920 - 1923,1
"KARAHİSAR-I ŞARKİ
","Ali Süruri Efendi (Sururi TÖNÜK)198Şebinkarahisar - 1888, (Mustafa) Asim - Emine - Karahisar-ı Şarki",,,0,0,0,0,0,0,0,1920 - 1923,1
"KARAHİSAR-I ŞARKİ
",Mehmet Vasfi Bey199 (SEÇER),,1861,0,0,0,1,0,0,0,1920 - 1923,1
"KARAHİSAR-I ŞARKİ
",Memduh Necdet Bey (Mehmet Memduh ERBERK),,1890,0,0,0,0,0,1,0,1920 - 1923,1
"KARAHİSAR-I ŞARKİ
","Mesut Bey (BENLİ)Hopa - 1868, Hacımemiş (Rüştü) - Fatma - İstanbul Mülkiye Mektebi",,,0,0,0,0,0,1,0,1920 - 1923,1
"KARAHİSAR-I ŞARKİ
",Mustafa Bey202 (SERDAROĞLU),,1861,0,0,1,1,0,0,0,1920 - 1923,1
"KARESİ
",Abdülgafur Efendi (IŞTIN),,1879,0,0,1,1,0,0,0,1920 - 1923,1
"KARESİ
",Hacim Muhittin Bey203(Hüseyin Hacim ÇARIKLI),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KARESİ
",Hasan Basri Bey (ÇANTAY),,1887,0,0,1,1,0,1,0,1920 - 1923,1
"KARESİ
",İbrahim Bey204 (İbrahim Cevdet YÖRÜK),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"KARESİ
",Kâzım Paşa205(Kâzım Paşa Hazretleri ÖZALP),,1882,0,0,0,0,0,1,0,1920 - 1923,1
"KARESİ
",Mehmet Vehbi Bey (BOLAK),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KARS
",Ali Rıza Bey (Ali ATAMAN),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"KARS
",Cavit Bey206 (Mehmet Cavit ERDEL),,1884,0,0,0,0,0,1,1,1920 - 1923,1
"KARS
",Fahrettin Bey (ERDOĞAN),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Abdülkadir Kemali Bey (ÖĞÜTCÜ),,1889,0,0,1,0,0,1,1,1920 - 1923,1
"KASTAMONU
",Besim Bey208 (Mehmet Rasim),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Hulûsi Efendi (Mehmet Hulûsi ERDEMİR),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Murat Bey209 (Mehmet Murat PALA),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Rüştü Bey  (Ahmet Rüştü ÇOLAKOĞLU),,1870,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Sabri Bey (Hüseyin Sabri DURA),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"KASTAMONU
",Dr. Suat Bey (SOYER),,1879,0,0,0,0,0,1,1,1920 - 1923,1
"KASTAMONU
",Yusuf Kemal Bey (TENGİRŞENK),,1878,0,1,0,0,0,1,0,1920 - 1923,1
"KAYSERİ
","Ahmet Hilmi Bey (KALAÇ)Kayseri - 1887, Hacı Mehmet (Faik) - Ayşe - Mülkiye Mektebi, Yüksek ",,,0,0,0,0,0,1,0,1920 - 1923,1
"KAYSERİ
",Âlim Efendi (Mehmet Âlim ÇINAR),,1861,0,0,1,1,0,0,0,1920 - 1923,1
"KAYSERİ
",Atıf Bey211 (Mehmet Atıf TÜZÜN),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"KAYSERİ
",Osman Zeki Bey212 (Osman UŞŞAKLI),,1874,0,0,1,0,0,0,0,1920 - 1923,1
"KAYSERİ
",Remzi Efendi (AKGÖZTÜRK),,1871,0,0,1,1,0,0,0,1920 - 1923,1
"KAYSERİ
",Rifat Bey (ÇALIKA),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"KAYSERİ
",Sabit Bey (GÖZÜGEÇGEL),,1877,0,0,1,1,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Bekir Efendi214 (KOCAOĞLU),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Cemalettin Çelebi Efendi(Ahmet Cemalettin ULUSOY),,1863,0,0,1,1,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Cevdet Bey216 [Ali ALİŞİROĞLU (SAÇKIN)],,1884,0,0,1,0,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Müfit Efendi(Ahmet Müfit KURUTLUOĞLU),,1879,0,0,1,1,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Rıza Bey218 (Mehmet Rıza SİLSÜPÜR),,1877,0,0,1,0,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Sadık Bey (Mehmet Sadık SEVTEKİN),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"KIRŞEHİR
",Yahya Galip Bey (KARGI),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Abdülhalim Çelebi Efendi221(Abdulhalim ERTÜZÜN),,1869,0,0,0,1,0,1,0,1920 - 1923,1
"KONYA
",Arif Bey (BAYSAL),,1861,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Hacı Bekir Efendi226 (SÜMER),,1867,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Hulûsi Bey228 (Hulusu GÖKSU),,1873,0,0,1,1,0,0,0,1920 - 1923,1
"KONYA
",Kâzım Hüsnü Bey229(Halil İbrahim NAKIPOĞLU),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Mehmet Vehbi Efendi (ÇELİK),,1862,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Musa Kâzım Efendi231 (ONAR),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KONYA
",Ömer Vehbi Efendi(Ömer BÜYÜKYALVAÇ),,1870,0,0,1,1,0,0,0,1920 - 1923,1
"KONYA
",Refik Bey233 (Bekir Refik KORALTAN),,1889,0,0,0,0,0,1,1,1920 - 1923,1
"KONYA
",Rifat Efendi (Mehmet Rifat SAATCI),,1869,0,0,1,1,0,0,0,1920 - 1923,1
"KOZAN
",Fevzi Paşa234 (Mustafa Fevzi ÇAKMAK),,1876,0,1,0,0,0,0,1,1920 - 1923,1
"KOZAN
",Dr. Fikret Bey235(Tokattin Fikret ONURALP),,1887,0,0,0,0,0,1,0,1920 - 1923,1
"KOZAN
",Hüseyin Bey236 (ÇELiK),,1874,0,0,1,1,0,0,0,1920 - 1923,1
"KOZAN
",Dr. Mustafa Bey237(Mustafa Elvan CANTEKİN),,1878,0,0,0,0,0,1,0,1920 - 1923,1
"KOZAN
","Reşit Paşa238 (RONABAR)Şam  –  1868,  İzzet  -  Mülkiye  Mektebi  -  Serez  (Siroz),  Selanik, ",,,0,0,0,0,0,0,0,1920 - 1923,1
"KÜTAHYA
",Besim Atalay Bey239(Ahmet Besim ATALAY),,1882,0,0,0,1,0,0,0,1920 - 1923,1
"KÜTAHYA
",Cemil Bey240 (Yusuf Cemil ALTAY),,1868,0,0,1,0,0,0,0,1920 - 1923,1
"KÜTAHYA
",Cevdet Bey (Mehmetali Cevdet BARLAS),,1891,0,0,0,0,0,1,0,1920 - 1923,1
"KÜTAHYA
",Haydar Bey241,,1872,0,0,0,0,0,0,0,1920 - 1923,1
"KÜTAHYA
",Ragıp Bey (Rağıp SOYSAL),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"KÜTAHYA
",Şeyh Seyfi Efendi242 (Seyfettin),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"LAZİSTAN
",Dr. Abidin Bey (Zeynel Abidin ATAK),,1879,0,0,0,0,0,0,1,1920 - 1923,1
"LAZİSTAN
",Esat  Bey (ÖZOĞUZ),,1871,0,0,0,0,0,1,0,1920 - 1923,1
"LAZİSTAN
",İbrahim Şevki Bey (TÜZÜN),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"LAZİSTAN
",Necati Bey (Mehmet Necati MEMİŞOĞLU),,1879,0,0,1,1,0,0,0,1920 - 1923,1
"LAZİSTAN
",Osman Bey (Osman Nuri ÖZGEN),,1888,0,0,0,0,0,1,0,1920 - 1923,1
"LAZİSTAN
",Ziya Hurşit Bey245 (Ziya GÜNDAY),,1892,0,0,0,0,0,0,1,1920 - 1923,1
"MALATYA
",Abdullah Efendi247I. Dönem Malatya Milletvekili. (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Feyzi Efendi248 (Mustafa Fevzi BİLGİLİ),,1882,0,0,1,1,0,0,0,1920 - 1923,1
"MALATYA
",Hacı Bedir Ağa250 (Bedir FIRAT),,1872,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Hacı Garip Ağa252(Garip Ömer GARİPAĞAOĞLU),,1871,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Hacı Mustafa Efendi253I. Dönem Malatya Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",İsmet Efendi254I. Dönem Malatya Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Lûtfi Bey255 (Lütfullah EVLİYAOĞLU),,1863,0,0,1,1,0,1,0,1920 - 1923,1
"MALATYA
",Mehmet Ali Efendi257I. Dönem Malatya Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Reşit Ağa258 (AĞAR),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Sıtkı Bey (Hüseyin Sıtkı GÜR),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"MALATYA
",Tahsin Bey259 (Hasan Tahsin ALAGÖZ),,,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Aslan Bey260 (Arslanbey TOĞUZ),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Hacı Mehmet Efendi261 (Mehmet ERTEN),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Hasib Bey262 (AKSÜYEK),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",İbrahim Ağa263I. Dönem Maraş Milletvekili (Meclis’e gelmeden isti fa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Paşa Yakup Hamdi Bey264(Paşa Yakup BOZDAĞ),,1887,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Refet Efendi265 (Hasan Rafet  SEÇGİN),,1863,0,0,1,1,0,0,0,1920 - 1923,1
"MARAŞ
",Rüştü Bey266 (Mehmet Rüştü BOZKURT),,1872,0,0,0,0,0,0,0,1920 - 1923,1
"MARAŞ
",Tahsin Bey(Mehmet Tahsin HÜDAYİOĞLU),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"MARDİN
",Derviş Bey267 (URAL),,1865,0,0,0,0,0,0,0,1920 - 1923,1
"MARDİN
",Esat Bey (ÖNEN),,1873,0,0,1,0,0,0,0,1920 - 1923,1
"MARDİN
",Hasan Tahsin Bey268 (ARTIKI),,1859,0,0,1,1,0,1,0,1920 - 1923,1
"MARDİN
",İbrahim Bey (TURHAN),,1880,0,0,1,0,0,0,0,1920 - 1923,1
"MARDİN
",Mitat Bey269 (Mithat MİLLİ),,1874,0,0,1,0,0,0,0,1920 - 1923,1
"MARDİN
",Necip Bey (Mehmed Necip GÜVEN),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Emin Kâmil Efendi271I. Dönem Menteşe Milletvekili (İstifa: 05.06.1920),,,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Ethem Fehmi Bey (ARSLANLI),,1867,0,0,0,0,0,1,0,1920 - 1923,1
"MENTEŞE
",Hacı Ahmet Efendi272I. Dönem Menteşe Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Hamza Hayati Bey273 (Hamza ÖZTÜRK),,1868,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Kasım Nuri Bey275I. Dönem Menteşe Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Mahmut  Bey276 (HENDEK),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Mesut Efendi278I. Dönem Menteşe Milletvekili (Meclis’e gelmeden istifa etmiştir.),,,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Rıfat Efendi (BÖREKÇİ),,1861,0,0,1,1,0,0,0,1920 - 1923,1
"MENTEŞE
",Sadettin Bey (Ahmet Sadettin ÖZSAN),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"MENTEŞE
",Dr. Tevfik Rüştü Bey279(Ahmet Tevfik Rüştü ARAS),,1883,0,0,0,0,0,1,0,1920 - 1923,1
"MENTEŞE
",Ziya Bey280,,,0,0,0,0,0,0,0,1920 - 1923,1
"MERSİN
",Emin Efendi281I. Dönem Mersin Milletvekili (İstifa: 06.07.1920),,,0,0,0,0,0,0,0,1920 - 1923,1
"MERSİN
",Fahrettin Paşa (ALTAY),,1880,0,0,0,0,0,1,1,1920 - 1923,1
"MERSİN
",Hüseyin Hüsnü Bey282 (KONAY),,1878,0,0,0,0,0,1,1,1920 - 1923,1
"MERSİN
",İsmail Safa Bey (İsmail Sefa ÖZLER),,1887,0,0,0,0,0,1,0,1920 - 1923,1
"MERSİN
",Muhtar Fikri Bey284 (GÜÇÜM),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"MERSİN
",Salâhattin Bey (Selâhattin KÖSEOĞLU),,1882,0,0,0,1,0,0,1,1920 - 1923,1
"MERSİN
",Yusuf Ziya Bey (ERAYDIN),,1892,0,0,0,0,0,1,0,1920 - 1923,1
"MUŞ
",Abdülgani Bey (Abdulgani ERTAN),,1889,0,0,0,0,0,0,0,1920 - 1923,1
"MUŞ
",Hacı Ahmet Efendi(Ahmet Hamdi BİLGİN),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"MUŞ
",Hacı İlyas Sami Efendi285(İlyas Sami MUŞ),,1879,0,1,1,1,1,0,0,1920 - 1923,1
"MUŞ
",Kasım Bey (DEDE),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"MUŞ
",Mahmut Sait Bey286 (YETGİN),,1885,0,0,1,1,0,1,0,1920 - 1923,1
"MUŞ
",Osman Kadri Bey (BİNGÖL),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"MUŞ
","Rıza Bey (KOTAN)Muş - 1890, Ali (Galip) - Hırma - Rüştiye - Ziraat ve Ticaret - Bele-",,,0,0,0,0,0,0,0,1920 - 1923,1
"NİĞDE
",Abidin Efendi (Zeynel Abidin BAYHAN),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"NİĞDE
",Ata Bey287 (Ataullah ATAY),,1882,0,0,0,0,0,1,0,1920 - 1923,1
"NİĞDE
",Hakkı Paşa (Ahmet Hakkı SÜTEKİN),,1867,0,0,1,0,0,0,0,1920 - 1923,1
"NİĞDE
",Mustafa Efendi288 (SOYLU),,1883,0,0,1,1,0,0,0,1920 - 1923,1
"NİĞDE
","Mustafa Hilmi Efendi (SOYDAN)Niğde - 1881, Ahmet (Hilmi) - Mühübe - Rüştiye ve Medrese - Arap-",,,0,0,0,0,0,0,0,1920 - 1923,1
"NİĞDE
",Vehbi Bey289 (ÇORAKÇI),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"OLTU
",Rüstem Bey290 (HAMŞİOĞLU),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"OLTU
",Yasin Bey291 (HAŞİMOĞLU),,1895,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",Avni Bey292 (Hüseyin Avni ZAİMLER),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",İbrahim Süreyya Bey (YİĞİT),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",İsmail Hakkı Bey293 (ÇALLI),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",Mahmut Celâl Bey294(Mahmut Celalettin BAYAR),,1883,0,0,0,0,0,1,0,1920 - 1923,1
"SARUHAN
","Mustafa Necati Bey (UĞURAL)İzmir  -  1892,  (Mehmet)  Halit  -  Havva  Naciye  -  İstanbul  Hukuk ",,,0,0,0,0,0,1,0,1920 - 1923,1
"SARUHAN
",Ömer Lütfi Bey (Ömer ÜNLÜ),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",Refik Şevket Bey295 (Mehmet Refik İNCE),,1884,0,0,0,0,0,1,0,1920 - 1923,1
"SARUHAN
",Reşat Bey296 (KAYALIOĞLU),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"SARUHAN
",Reşit Bey297,,1877,0,0,1,0,0,0,0,1920 - 1923,1
"SİİRT
",Hacı Mustafa Sabri Efendi(Mustafa Sabri BAYSAN),,1887,0,1,1,0,0,0,0,1920 - 1923,1
"SİİRT
",Hacı Nuri Bey (Nuri BAYAM),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"SİİRT
",Halil Hulki Efendi298 (AYDIN),,1869,0,0,1,1,0,0,0,1920 - 1923,1
"SİİRT
",Kadri Bey (OKTAY),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"SİİRT
",Necmeddin Bey299 (BİLGİN),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"SİİRT
",Salih Efendi (ATALAY),,1873,0,0,1,1,0,0,0,1920 - 1923,1
"SİNOP
",Abdullah Efendi301 (KARABİNA),,1867,0,0,0,0,0,0,0,1920 - 1923,1
"SİNOP
",Hakkı Hami Bey (ULUKAN),,1889,0,0,0,0,0,1,0,1920 - 1923,1
"SİNOP
",Dr. Rıza Nur Bey (Rıza NUR),,1878,0,0,0,0,0,1,0,1920 - 1923,1
"SİNOP
",Rıza Vamık Bey (URAS),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"SİNOP
",Şerif Bey304 (Mehmet Şerif),,1845,0,0,1,1,0,0,0,1920 - 1923,1
"SİNOP
",Şevket Bey (Mehmet Şevket PEKER),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"SİVAS
",Emir Paşa (MARŞAN),,1860,0,0,1,0,0,0,0,1920 - 1923,1
"SİVAS
",Hayri Bey305 (Mustafa Hayri SAN),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"SİVAS
",Hüseyin Rauf Bey (ORBAY),,1879,0,1,0,0,0,1,0,1920 - 1923,1
"SİVAS
",Mustafa Taki  Efendi307(Mustafa DOĞRUYOL),,1873,0,0,1,1,0,0,0,1920 - 1923,1
"SİVAS
",Rasim Bey308 (BAŞARA),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"SİVAS
",Vasıf Bey309 (Vasif KARAKOL),,1880,0,1,1,0,0,1,0,1920 - 1923,1
"SİVAS
",Ziya Bey (Mehmet Ziya BACANAK),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"SİVAS
",Ziya Bey311 (Yusuf Ziya BAŞARA),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"SİVEREK
",Abdülgani Bey (Abdugani ENSARİ),,1885,0,0,1,0,0,0,0,1920 - 1923,1
"SİVEREK
","Bekir Sıtkı Bey (Bekir OCAK)Diyarbakır - 1881, (Hacı) Mesut  - Fatma - Husûsî, Medrese - Arapça, ",,,0,0,1,1,0,0,0,1920 - 1923,1
"SİVEREK
","İhsan Bey (SAĞLAM)Trabzon - 1877, Tufan (Necati) - Emriye - Harbiye - Askerlik ve Mülki",,,0,0,0,0,0,0,0,1920 - 1923,1
"SİVEREK
",Mehmet Rauf Bey312I. Dönem Siverek Milletvekili (İstifa: 27.10.1920),,,0,0,0,0,0,0,0,1920 - 1923,1
"SİVEREK
",Mehmet Sırrı Bey313 (Mehmet TAYANÇ),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"SİVEREK
",Mustafa Lütfi Bey (Mustafa Lütfü AZER),,1878,0,0,1,1,0,0,0,1920 - 1923,1
"TOKAT
",Hamdi Bey(Ahmet Hamdi MÜTEVELLİOĞLU),,1887,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",Hoca Fehmi Efendi314,,,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",İzzet Bey (GENCA),,1863,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",Mustafa Vasfi Bey (Hacı Mustafa SÜSOY),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",Nazım Bey317 (ÖZTELLİ),,1871,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",Rifat Bey (Mehmet Rifat ARKUN)318,,1872,0,0,0,0,0,0,0,1920 - 1923,1
"TOKAT
",Şeyh Şükrü Efendi(Memet Şükrü KESKİN),,1880,0,0,1,0,0,0,0,1920 - 1923,1
"TRABZON
",Ali Şükrü Bey (DORUKER),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"TRABZON
",Celâleddin Bey321 (Celâl PİLATİN),,1867,0,0,1,1,0,1,0,1920 - 1923,1
"TRABZON
",Faik Bey (Ahmet Faik AYBAY),,1865,0,0,0,0,0,0,0,1920 - 1923,1
"TRABZON
",Hafız Mehmet Bey322(Mehmet Ahmet BAŞTIMAR),,1874,0,0,0,0,0,1,0,1920 - 1923,1
"TRABZON
",Hamit Bey324,,1878,0,0,0,0,0,1,0,1920 - 1923,1
"TRABZON
",Hasan Bey325 (Hasan Hüsnü SAKA),,1885,0,0,0,0,0,1,0,1920 - 1923,1
"TRABZON
",Hüsrev Bey (GEREDE),,1884,0,0,0,0,0,1,1,1920 - 1923,1
"TRABZON
",İzzet Bey326 (Mehmet İzzet EYÜBOĞLU),,1862,0,0,0,0,0,0,0,1920 - 1923,1
"TRABZON
",Nebizade Hamdi Bey328(Ahmet Hamdi ÜLKÜMEN),,1888,0,0,0,0,0,1,0,1920 - 1923,1
"TRABZON
",Recai Bey (Mehmet Ricai BAYKAL),,1883,0,1,0,0,0,0,0,1920 - 1923,1
"TRABZON
","Sabri Bey331 (NEMLİOĞLU)Trabzon - 1865, Ahmet (Mahmut) - Hasbiye - Trabzon Mahafaza-i",,,0,0,0,0,0,0,0,1920 - 1923,1
"URFA
",Ali Saip Bey (URSAVAŞ),,1887,0,0,0,0,0,0,0,1920 - 1923,1
"URFA
",Esat Bey333,,,0,0,0,0,0,0,0,1920 - 1923,1
"URFA
",Hacı Hayali Efendi (Salih Hayali YAŞAR),,1869,0,0,1,1,0,0,0,1920 - 1923,1
"URFA
",Hacı Mustafa Efendi335,,,0,0,0,0,0,0,0,1920 - 1923,1
"URFA
",Pozan (Bozan) Bey336,,1891,0,0,0,0,0,0,0,1920 - 1923,1
"VAN
",Emin Bey (GİRDİVÂN),,1874,0,0,1,1,0,0,0,1920 - 1923,1
"VAN
",Hakkı Bey (UNGAN),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"VAN
",Hasan Sıddık Bey337 (HAYDARİ),,1890,0,0,0,1,0,0,1,1920 - 1923,1
"VAN
",Haydar Bey (VANER),,1875,0,0,1,1,0,1,0,1920 - 1923,1
"VAN
",Kamil Efendi339,,1876,0,0,0,0,0,0,0,1920 - 1923,1
"VAN
",Şeyh Masum Efendi340,,,0,0,0,0,0,0,0,1920 - 1923,1
"VAN
",Tevfik Bey (DEMİROĞLU),,1862,0,0,1,1,0,0,0,1920 - 1923,1
"YOZGAT
",Ahmet Bey (BAYDAR),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"YOZGAT
",Bahri Bey (Yusuf Bahri TATLI),,1878,0,0,0,0,0,0,0,1920 - 1923,1
"YOZGAT
",Feyyaz Ali Bey (Mehmet Feyyaz ÜST),,1879,0,0,0,0,0,0,0,1920 - 1923,1
"YOZGAT
",İsmail Fazıl Paşa342 (CEBESOY),,1856,0,0,0,0,0,1,0,1920 - 1923,1
"YOZGAT
",Mehmet Hulûsi Efendi (Mehmet AKYOL),,1888,0,0,1,1,0,0,0,1920 - 1923,1
"YOZGAT
",Rıza Bey (ERSOY),,1860,0,0,0,0,0,0,0,1920 - 1923,1
"YOZGAT
",Süleyman Sırrı Bey343 (İÇÖZ),,1878,0,0,0,0,0,1,0,1920 - 1923,1
"ADANA
",İsmail Safa Bey (İsmail Sefa ÖZLER),,1887,0,0,0,0,0,1,0,1923 - 1927,2
"ADANA
","Kemal Bey2 (Mehmet KUSUN)Adana3 - 18894, Hüseyin – Rabia – Şam Tıbbiyesi (3 yıl), Hukuk ",,,0,0,0,0,0,0,0,1923 - 1927,2
"ADANA
",Zamir Bey5 (Damar ARIKOĞLU),,1887,0,0,0,0,0,0,1,1923 - 1927,2
"AFYONKARAHİSAR
",Ali Bey (ÇETİNKAYA),,1878,0,1,0,0,0,1,0,1923 - 1927,2
